1.245477 -1.524872 0.4762668 -0.2710441 -1.333816
-0.3972977 -1.363486 -0.4169763 1.706954 1.183325
0.3137822 0.01609443 -0.009941978 1.737662 2.511036
-0.8272773 -0.7565866 -2.079399 0.366944 -0.6469949
0.660234 -0.2384130 0.003624358 -0.6052609 1.369332
-0.1917761 -0.6422916 -1.415973 -0.3360371 -0.5805711
-1.307197 -1.584622 0.1672771 -1.452917 -0.5886714
-0.1738315 -0.04215358 -0.7818404 0.008527924 -0.7277906
0.2992410 -0.637998 0.4724537 -0.8034323 1.365589
-2.429087 0.5287425 1.64659 -1.377041 -1.079561
0.4916686 -1.390149 -1.386980 1.98271 0.08474037
2.425587 2.477862 0.8510643 -0.05132125 -1.146179
-1.165323 -1.499573 -0.5093675 -0.2413748 -2.872511
-0.3755137 -1.873252 -1.700908 0.4440587 -0.8573898
-0.9233571 -0.975613 0.690058 0.603329 -0.8720668
1.601349 -0.08278012 -0.3699759 -0.05846654 -0.3237342
-0.2761007 0.2263831 -1.517562 0.9038711 0.02132
0.9630971 1.076414 -0.03123561 -0.987821 0.1180593
-0.1732346 1.117379 2.180615 -1.389664 -0.8614344
0.03815281 -1.406711 0.2579473 -0.155091 0.4843097
0.986542 -2.32898 0.1178463 -0.4950397 1.720227
-0.1853293 0.6788884 -1.093388 1.559427 -0.1563558
-0.5306344 -0.2966199 -0.3078718 -0.01093828 1.956478
-0.7489627 0.8941897 1.346695 0.3903485 -0.3979834
0.08308577 -1.976012 1.855408 -0.6005142 2.464388
0.6633216 -0.6838334 0.2311557 0.03390384 -1.669524
0.5439262 -0.5965138 -0.1810678 -1.212781 -1.069792
-1.125355 -1.068313 -0.2821583 -1.384345 -0.4669484
0.591666 1.588134 -0.04484429 -0.1255071 -0.793166
0.4199956 -2.414628 1.628710 -0.2943581 -0.3280146
1.730382 0.6896461 0.1471364 0.6054732 -0.04603503
-1.73814 1.104036 1.078943 1.478109 2.000850
-1.312268 0.2158312 0.4028843 2.549864 0.7360353
1.279042 0.5991642 1.3242 0.1127082 1.627332
0.9816137 -1.891454 -0.2898945 1.047744 -0.3809963
-0.1371436 -1.202008 -0.2531519 -0.6012833 -0.2479226
1.102954 -0.274181 0.03282388 0.8101602 -0.7741811
0.05592874 -1.296035 -0.5500717 -0.9217076 0.5947618
1.176214 0.6321193 0.3908645 0.01547832 0.03107199
0.5585433 1.029236 -1.077925 -0.7087093 0.4627829
